business,pickup_location,dropoff_location,trip_length,request_to_pickup,total_ride_time,on_scene_to_pickup,on_scene_to_dropoff,time_of_day,date,passenger_fare,driver_total_pay,rideshare_profit,hourly_rate,dollars_per_mile
Uber,140,140,1.14,341.0,585.0,29.0,614.0,evening,1683072000,18.91,11.14,8.77,65.32,9.77
Uber,100,230,0.74,685.0,594.0,146.0,740.0,evening,1683072000,41.55,24.13,17.42,117.39,32.61
Uber,230,145,3.53,104.0,871.0,50.0,921.0,night,1683158400,27.3,13.11,14.19,51.24,3.71
Uber,159,132,17.79,183.0,2828.0,119.0,2947.0,night,1683158400,74.52,49.97,24.55,61.04,2.81
Uber,170,140,2.32,464.0,1230.0,234.0,1464.0,morning,1683158400,42.08,26.64,15.44,65.51,11.48
Uber,84,204,0.8,327.0,218.0,62.0,280.0,evening,1683072000,8.68,5.4,3.28,69.43,6.75
Uber,89,89,0.18,222.0,109.0,85.0,194.0,morning,1683158400,7.04,5.61,1.43,104.1,31.17
Uber,119,100,10.53,353.0,1404.0,109.0,1513.0,morning,1683158400,50.21,27.5,22.71,65.43,2.61
Uber,257,181,1.88,104.0,421.0,9.0,430.0,evening,1683072000,14.67,9.68,7.99,81.04,5.15
Uber,82,135,4.43,357.0,1225.0,113.0,1338.0,morning,1683158400,26.23,17.43,8.8,46.9,3.93
Uber,149,133,3.42,197.0,1060.0,6.0,1066.0,night,1683072000,18.11,14.7,3.41,49.64,4.3
Uber,76,76,1.15,464.0,555.0,12.0,567.0,morning,1683158400,22.34,18.78,3.56,119.24,16.33
Uber,11,22,1.13,156.0,373.0,50.0,423.0,morning,1683158400,8.66,5.4,3.26,45.96,4.78
Uber,90,148,2.35,192.0,1389.0,12.0,1401.0,evening,1683072000,21.17,16.15,5.02,41.5,6.87
Uber,162,265,18.79,181.0,2654.0,0.0,2654.0,afternoon,1683158400,111.84,71.78,58.45,97.37,3.82
Uber,50,137,2.74,208.0,1152.0,88.0,1240.0,morning,1683158400,22.42,15.43,7.99,44.8,5.63
Uber,17,133,5.33,265.0,2199.0,17.0,2216.0,afternoon,1683158400,39.85,31.41,8.44,51.03,5.89
Uber,83,142,6.39,166.0,1676.0,6.0,1682.0,morning,1683244800,39.93,24.7,15.23,52.87,3.87
Uber,63,132,7.3,225.0,823.0,11.0,834.0,night,1683244800,31.33,18.2,13.13,78.56,2.49
Uber,212,50,11.74,223.0,1328.0,26.0,1354.0,night,1683244800,37.92,34.98,2.94,93.0,2.98
Uber,132,146,15.98,251.0,1849.0,43.0,1892.0,night,1683158400,54.42,38.38,16.04,73.03,2.4
Uber,117,201,1.75,320.0,426.0,14.0,440.0,night,1683158400,9.43,6.36,3.07,52.04,3.63
Uber,21,228,7.68,119.0,962.0,45.0,1007.0,evening,1683158400,24.92,19.13,5.79,68.39,2.49
Uber,237,113,3.37,196.0,1746.0,95.0,1841.0,night,1683158400,46.17,30.48,15.69,59.6,9.04
Uber,162,230,0.96,650.0,1775.0,36.0,1811.0,evening,1683158400,30.47,25.62,10.03,50.93,26.69
Uber,45,225,4.41,313.0,1794.0,121.0,1915.0,night,1683158400,29.22,25.08,4.14,47.15,5.69
Uber,145,188,8.56,420.0,2494.0,121.0,2615.0,evening,1683158400,40.23,34.7,5.53,47.77,4.05
Uber,95,171,6.17,397.0,1471.0,38.0,1509.0,night,1683158400,27.03,22.31,4.72,53.22,3.62
Uber,97,17,1.61,296.0,704.0,0.0,704.0,afternoon,1683158400,16.46,10.28,6.18,52.57,6.39
Uber,90,158,0.94,403.0,401.0,96.0,497.0,night,1683158400,13.09,11.89,1.2,86.12,12.65
Uber,230,107,2.49,793.0,1311.0,174.0,1485.0,night,1683158400,26.6,21.99,4.61,53.31,8.83
Uber,68,231,1.92,289.0,653.0,15.0,668.0,morning,1683244800,37.69,16.02,21.67,86.34,8.34
Uber,236,265,10.54,406.0,2937.0,15.0,2952.0,evening,1683244800,100.98,59.91,41.07,73.06,5.68
Uber,83,82,0.53,411.0,320.0,121.0,441.0,evening,1683244800,9.42,5.94,3.48,48.49,11.21
Uber,140,79,3.68,330.0,1511.0,120.0,1631.0,night,1683244800,36.56,20.54,16.02,45.34,5.58
Uber,74,167,3.18,555.0,1538.0,207.0,1745.0,evening,1683244800,30.6,19.89,10.71,41.03,6.25
Uber,144,125,1.06,275.0,579.0,4.0,583.0,evening,1683244800,17.31,9.83,10.48,60.7,9.27
Uber,18,254,2.47,282.0,854.0,14.0,868.0,afternoon,1683244800,19.41,15.64,3.77,64.87,6.33
Uber,49,226,5.55,370.0,1156.0,121.0,1277.0,night,1683244800,24.46,18.16,6.3,51.19,3.27
Uber,204,118,5.09,319.0,955.0,33.0,988.0,evening,1683244800,26.9,20.31,11.17,74.0,3.99
Uber,68,170,1.17,362.0,1213.0,7.0,1220.0,evening,1683244800,23.36,13.3,10.06,39.25,11.37
Uber,212,243,4.83,122.0,1794.0,23.0,1817.0,night,1683244800,20.35,23.21,-2.86,45.99,4.81
Uber,87,45,1.28,179.0,845.0,157.0,1002.0,evening,1683244800,17.51,10.85,6.66,38.98,8.48
Uber,68,234,1.71,189.0,903.0,0.0,903.0,afternoon,1683244800,28.28,12.74,15.54,50.79,7.45
Uber,41,265,9.87,318.0,1689.0,12.0,1701.0,afternoon,1683244800,37.73,31.98,5.75,67.68,3.24
Uber,132,230,18.06,158.0,3945.0,120.0,4065.0,morning,1683244800,161.35,103.79,77.56,91.92,5.75
Uber,164,1,19.55,277.0,2977.0,40.0,3017.0,afternoon,1683244800,144.84,76.66,68.18,91.47,3.92
Uber,145,255,2.13,257.0,473.0,11.0,484.0,evening,1683244800,15.49,7.88,7.61,58.61,3.7
Uber,249,148,2.04,143.0,936.0,46.0,982.0,afternoon,1683331200,39.39,19.24,20.15,70.53,9.43
Uber,76,258,1.91,186.0,715.0,14.0,729.0,afternoon,1683331200,11.27,9.25,2.02,45.68,4.84
Uber,256,79,2.36,449.0,526.0,103.0,629.0,night,1683331200,28.19,10.57,17.62,60.5,4.48
Uber,230,163,4.55,800.0,1899.0,15.0,1914.0,afternoon,1683331200,76.12,35.53,43.68,66.83,7.81
Uber,249,50,3.3,300.0,958.0,23.0,981.0,afternoon,1683331200,26.33,13.35,12.98,48.99,4.05
Uber,92,92,1.22,354.0,1004.0,121.0,1125.0,afternoon,1683331200,11.63,13.52,-1.89,43.26,11.08
Uber,168,152,4.19,133.0,1820.0,10.0,1830.0,afternoon,1683331200,29.18,24.37,4.81,47.94,5.82
Uber,174,78,2.68,166.0,974.0,41.0,1015.0,afternoon,1683331200,19.41,12.79,6.62,45.36,4.77
Uber,226,83,2.03,341.0,775.0,120.0,895.0,morning,1683331200,15.24,10.37,4.87,41.71,5.11
Uber,158,151,5.26,214.0,1274.0,21.0,1295.0,evening,1683331200,33.1,19.15,13.95,53.24,3.64
Uber,260,226,0.92,144.0,453.0,59.0,512.0,evening,1683331200,7.21,5.85,1.36,41.13,6.36
Uber,65,164,5.04,317.0,1667.0,45.0,1712.0,night,1683331200,51.67,33.58,26.88,70.61,6.66
Uber,236,186,3.79,199.0,903.0,30.0,933.0,morning,1683331200,23.41,14.15,9.26,54.6,3.73
Uber,80,37,1.05,352.0,452.0,60.0,512.0,night,1683331200,10.65,8.65,2.0,60.82,8.24
Uber,157,256,3.11,156.0,850.0,72.0,922.0,night,1683331200,27.28,16.01,14.27,62.51,5.15
Uber,89,71,1.99,141.0,660.0,17.0,677.0,night,1683331200,12.58,9.78,2.8,52.01,4.91
Uber,79,148,1.46,521.0,734.0,121.0,855.0,night,1683417600,23.6,8.82,14.78,37.14,6.04
Uber,225,35,2.29,301.0,742.0,79.0,821.0,night,1683417600,16.49,10.37,6.12,45.47,4.53
Uber,263,236,0.44,386.0,314.0,0.0,314.0,morning,1683417600,28.14,21.86,6.28,250.62,49.68
Uber,61,255,3.04,391.0,1166.0,121.0,1287.0,night,1683331200,25.71,18.67,10.04,52.22,6.14
Uber,189,255,4.17,293.0,1556.0,2.0,1558.0,night,1683331200,43.39,31.39,19.39,72.53,7.53
Uber,167,47,0.56,188.0,270.0,9.0,279.0,night,1683331200,8.69,7.45,1.24,96.13,13.3
Uber,25,1,24.06,320.0,6596.0,22.0,6618.0,morning,1683417600,187.02,125.87,61.15,68.47,5.23
Uber,234,234,0.48,274.0,230.0,86.0,316.0,night,1683417600,11.7,5.39,6.31,61.41,11.23
Uber,211,211,3.89,1324.0,1664.0,0.0,1664.0,morning,1683417600,42.97,25.78,17.19,55.77,6.63
Uber,79,148,0.64,172.0,621.0,120.0,741.0,night,1683417600,12.91,10.43,2.48,50.67,16.3
Uber,47,18,3.37,195.0,1207.0,85.0,1292.0,night,1683331200,21.36,16.07,5.29,44.78,4.77
Uber,229,79,3.54,123.0,1423.0,30.0,1453.0,evening,1683331200,26.29,23.83,2.46,59.04,6.73
Uber,69,159,1.95,199.0,889.0,24.0,913.0,night,1683331200,15.48,10.92,4.56,43.06,5.6
Uber,78,32,3.04,562.0,725.0,0.0,725.0,morning,1683417600,15.7,10.8,4.9,53.63,3.55
Uber,80,256,1.23,240.0,512.0,94.0,606.0,night,1683331200,9.68,6.5,3.18,38.61,5.28
Uber,123,165,1.78,156.0,503.0,52.0,555.0,morning,1683417600,16.77,7.3,9.47,47.35,4.1
Uber,238,239,1.1,158.0,347.0,120.0,467.0,night,1683331200,12.39,7.33,5.06,56.51,6.66
Uber,129,226,1.54,337.0,541.0,120.0,661.0,evening,1683417600,19.28,10.65,8.63,58.0,6.92
Uber,49,97,0.85,138.0,472.0,2.0,474.0,afternoon,1683417600,10.87,8.81,2.06,66.91,10.36
Uber,50,14,11.23,270.0,1911.0,26.0,1937.0,night,1683417600,49.89,32.72,17.17,60.81,2.91
Uber,132,255,32.47,632.0,2738.0,89.0,2827.0,night,1683417600,185.45,105.73,79.72,134.64,3.26
Uber,230,90,1.5,525.0,491.0,316.0,807.0,night,1683504000,28.71,15.71,13.0,70.08,10.47
Uber,39,72,2.2,283.0,547.0,13.0,560.0,evening,1683417600,12.13,8.03,4.1,51.62,3.65
Uber,128,244,2.85,388.0,1430.0,0.0,1430.0,afternoon,1683417600,22.11,20.33,1.78,51.18,7.13
Uber,41,42,1.5,423.0,500.0,16.0,516.0,evening,1683417600,11.08,7.34,3.74,51.21,4.89
Uber,248,136,4.32,461.0,1615.0,120.0,1735.0,afternoon,1683417600,24.43,21.92,2.51,45.48,5.07
Uber,7,138,4.21,-76.0,786.0,26.0,812.0,morning,1683504000,48.45,31.5,16.95,139.66,7.48
Uber,129,138,3.38,500.0,716.0,98.0,814.0,night,1683417600,25.15,15.87,11.62,70.19,4.7
Uber,170,13,6.18,1078.0,993.0,22.0,1015.0,afternoon,1683417600,59.56,34.63,32.87,122.83,5.6
Uber,49,181,1.45,64.0,704.0,20.0,724.0,night,1683417600,13.85,10.09,4.76,50.17,6.96
Uber,97,121,11.47,563.0,1934.0,17.0,1951.0,afternoon,1683417600,51.54,38.75,12.79,71.5,3.38
Uber,32,32,0.59,346.0,365.0,121.0,486.0,morning,1683417600,11.61,7.09,4.52,52.52,12.02
Uber,237,37,9.01,372.0,2051.0,120.0,2171.0,night,1683417600,53.63,37.73,22.04,62.56,4.19
Uber,85,188,1.05,248.0,508.0,87.0,595.0,morning,1683504000,10.7,6.26,4.44,37.88,5.96
Uber,181,76,5.47,185.0,1959.0,9.0,1968.0,night,1683590400,24.04,23.22,0.82,42.48,4.24
Uber,242,60,2.55,218.0,668.0,105.0,773.0,night,1683504000,13.59,10.06,3.53,46.85,3.95
Uber,179,82,3.42,238.0,670.0,8.0,678.0,night,1683504000,16.45,10.79,5.66,57.29,3.15
Uber,14,225,10.01,422.0,1973.0,120.0,2093.0,night,1683504000,39.11,35.27,7.42,60.67,3.52
Uber,248,213,0.99,71.0,222.0,17.0,239.0,night,1683590400,8.75,5.55,3.2,83.6,5.61
Uber,14,67,1.03,73.0,458.0,16.0,474.0,morning,1683590400,11.73,8.65,6.08,65.7,8.4
Uber,100,87,3.4,164.0,1149.0,12.0,1161.0,evening,1683504000,15.52,24.34,-8.82,75.47,7.16
