business,pickup_location,dropoff_location,trip_length,request_to_pickup,total_ride_time,on_scene_to_pickup,on_scene_to_dropoff,time_of_day,date,passenger_fare,driver_total_pay,rideshare_profit,hourly_rate,dollars_per_mile
Uber,16,64,2.61,668.0,427.0,30.0,457.0,night,1676246400,11.51,7.2,4.31,56.72,2.76
Uber,60,94,3.05,310.0,1373.0,7.0,1380.0,afternoon,1676246400,18.47,16.56,1.91,43.2,5.43
Uber,88,158,2.98,161.0,667.0,120.0,787.0,night,1676246400,20.69,10.12,10.57,46.29,3.4
Uber,106,189,1.03,322.0,489.0,16.0,505.0,night,1676246400,8.73,6.08,2.65,43.34,5.9
Uber,151,231,7.0,473.0,1472.0,275.0,1747.0,evening,1676246400,59.87,35.09,24.78,72.31,5.01
Uber,113,186,1.12,180.0,502.0,120.0,622.0,afternoon,1676246400,11.53,6.47,5.06,37.45,5.78
Uber,169,235,1.51,104.0,1207.0,17.0,1224.0,evening,1676246400,17.45,13.13,4.32,38.62,8.7
Uber,157,56,1.72,141.0,616.0,58.0,674.0,morning,1676246400,11.93,8.5,3.43,45.4,4.94
Uber,82,124,10.67,201.0,1926.0,120.0,2046.0,morning,1676246400,41.54,38.72,8.21,68.13,3.63
Uber,97,33,1.62,213.0,805.0,23.0,828.0,morning,1676246400,13.55,9.51,4.04,41.35,5.87
Uber,25,228,4.36,202.0,656.0,5.0,661.0,night,1676246400,40.57,22.48,18.09,122.43,5.16
Uber,256,17,1.68,171.0,751.0,8.0,759.0,evening,1676246400,15.55,9.26,6.29,43.92,5.51
Uber,161,161,0.67,229.0,279.0,73.0,352.0,night,1676246400,26.53,16.67,9.86,170.49,24.88
Uber,232,140,4.18,303.0,1000.0,110.0,1110.0,evening,1676246400,24.27,14.48,9.79,46.96,3.46
Uber,170,114,2.16,294.0,760.0,21.0,781.0,evening,1676246400,19.3,9.76,9.54,44.99,4.52
Uber,262,229,2.04,281.0,375.0,58.0,433.0,morning,1676332800,22.41,9.04,13.37,75.16,4.43
Uber,163,256,5.81,389.0,1451.0,43.0,1494.0,evening,1676332800,40.88,21.01,19.87,50.63,3.62
Uber,231,231,0.71,203.0,370.0,39.0,409.0,afternoon,1676332800,11.68,6.97,4.71,61.35,9.82
Uber,234,68,0.63,101.0,393.0,46.0,439.0,afternoon,1676332800,14.73,8.47,9.26,69.46,13.44
Uber,246,163,2.32,129.0,1632.0,78.0,1710.0,morning,1676332800,27.26,18.14,9.12,38.19,7.82
Uber,35,35,1.05,143.0,357.0,61.0,418.0,morning,1676332800,8.18,5.78,2.4,49.78,5.5
Uber,261,90,3.09,382.0,953.0,31.0,984.0,afternoon,1676332800,27.52,16.35,14.83,59.82,5.29
Uber,246,249,2.04,225.0,908.0,120.0,1028.0,afternoon,1676332800,23.26,11.31,11.95,39.61,5.54
Uber,242,60,3.78,299.0,1868.0,121.0,1989.0,afternoon,1676332800,19.59,17.42,2.17,31.53,4.61
Uber,213,166,6.25,331.0,3213.0,99.0,3312.0,morning,1676332800,42.74,37.68,5.06,40.96,6.03
Uber,138,255,8.09,358.0,1954.0,62.0,2016.0,evening,1676332800,42.77,28.19,14.58,50.34,3.48
Uber,117,60,25.05,262.0,3519.0,83.0,3602.0,evening,1676332800,78.17,63.65,14.52,63.61,2.54
Uber,71,85,0.75,281.0,415.0,48.0,463.0,morning,1676332800,9.69,5.64,4.05,43.85,7.52
Uber,159,242,6.23,221.0,1253.0,81.0,1334.0,morning,1676332800,34.75,19.71,15.04,53.19,3.16
Uber,78,182,1.73,151.0,490.0,10.0,500.0,morning,1676332800,13.9,6.9,7.0,49.68,3.99
Uber,107,261,2.66,399.0,1015.0,89.0,1104.0,morning,1676332800,24.9,13.19,11.71,43.01,4.96
Uber,130,131,0.51,244.0,204.0,8.0,212.0,night,1676332800,8.56,5.74,2.82,97.47,11.25
Uber,261,68,2.57,199.0,649.0,66.0,715.0,morning,1676419200,20.5,9.64,10.86,48.54,3.75
Uber,148,107,1.11,157.0,434.0,43.0,477.0,night,1676332800,11.66,5.42,6.24,40.91,4.88
Uber,95,95,1.08,186.0,613.0,120.0,733.0,morning,1676419200,10.46,7.41,3.05,36.39,6.86
Uber,13,113,2.95,239.0,1110.0,62.0,1172.0,morning,1676419200,18.09,16.82,1.27,51.67,5.7
Uber,107,163,3.62,429.0,1131.0,20.0,1151.0,night,1676332800,31.11,21.53,12.47,67.34,5.95
Uber,132,77,8.5,56.0,1464.0,9.0,1473.0,morning,1676419200,38.91,24.12,14.79,58.95,2.84
Uber,95,198,4.5,149.0,1760.0,121.0,1881.0,afternoon,1676419200,20.21,22.35,-2.14,42.78,4.97
Uber,165,26,2.57,236.0,963.0,19.0,982.0,evening,1676419200,21.37,12.15,9.22,44.54,4.73
Uber,164,145,3.92,252.0,1281.0,6.0,1287.0,night,1676332800,26.44,16.78,9.66,46.94,4.28
Uber,230,211,2.93,529.0,910.0,68.0,978.0,night,1676419200,25.36,12.83,12.53,47.23,4.38
Uber,255,112,1.73,158.0,501.0,46.0,547.0,afternoon,1676419200,11.64,6.81,4.83,44.82,3.94
Uber,135,28,1.59,-480.0,701.0,163.0,864.0,morning,1676419200,10.04,8.85,1.19,36.88,5.57
Uber,186,142,2.28,38.0,1787.0,18.0,1805.0,morning,1676419200,46.48,34.94,17.73,69.69,15.32
Uber,100,137,1.35,292.0,1232.0,120.0,1352.0,afternoon,1676419200,25.88,13.54,12.34,36.05,10.03
Uber,160,82,1.16,350.0,327.0,122.0,449.0,morning,1676419200,8.75,5.71,3.04,45.78,4.92
Uber,20,20,0.94,146.0,446.0,28.0,474.0,afternoon,1676505600,8.7,5.64,3.06,42.84,6.0
Uber,166,75,1.98,246.0,696.0,5.0,701.0,night,1676419200,17.58,12.14,8.44,62.35,6.13
Uber,142,265,14.14,-586.0,2291.0,17.0,2308.0,morning,1676505600,77.24,43.94,33.3,68.54,3.11
Uber,79,7,5.88,145.0,1148.0,7.0,1155.0,night,1676505600,24.08,18.18,5.9,56.66,3.09
Uber,76,132,7.35,162.0,1202.0,68.0,1270.0,morning,1676505600,30.1,20.57,9.53,58.31,2.8
Uber,50,231,3.91,177.0,1216.0,128.0,1344.0,afternoon,1676505600,29.89,16.31,13.58,43.69,4.17
Uber,241,47,1.09,210.0,707.0,74.0,781.0,afternoon,1676505600,10.91,8.16,2.75,37.61,7.49
Uber,66,138,10.59,170.0,1142.0,121.0,1263.0,afternoon,1676505600,41.95,24.09,17.86,68.67,2.27
Uber,163,68,1.45,209.0,636.0,7.0,643.0,morning,1676505600,14.65,7.72,6.93,43.22,5.32
Uber,143,263,3.26,199.0,1085.0,18.0,1103.0,night,1676419200,12.72,11.43,1.29,37.31,3.51
Uber,258,216,3.08,162.0,1316.0,121.0,1437.0,morning,1676505600,19.91,20.68,-0.77,51.81,6.71
Uber,112,112,0.98,204.0,283.0,67.0,350.0,evening,1676419200,8.56,5.37,3.19,55.23,5.48
Uber,20,237,9.7,228.0,3297.0,68.0,3365.0,morning,1676505600,55.28,42.77,12.51,45.76,4.41
Uber,112,177,4.27,217.0,1411.0,18.0,1429.0,night,1676505600,26.26,18.83,7.43,47.44,4.41
Uber,92,173,1.98,488.0,537.0,81.0,618.0,evening,1676419200,14.57,7.91,6.66,46.08,3.99
Uber,116,213,6.79,468.0,1049.0,121.0,1170.0,morning,1676505600,26.36,23.05,3.31,70.92,3.39
Uber,219,205,1.89,475.0,557.0,59.0,616.0,morning,1676592000,13.53,7.52,6.01,43.95,3.98
Uber,146,82,4.6,152.0,1691.0,0.0,1691.0,afternoon,1676592000,28.58,21.44,7.14,45.64,4.66
Uber,65,72,5.13,322.0,2044.0,113.0,2157.0,morning,1676592000,30.13,26.06,4.07,43.49,5.08
Uber,242,51,3.92,148.0,1001.0,121.0,1122.0,night,1676505600,17.23,14.17,3.06,45.47,3.61
Uber,72,61,1.46,412.0,560.0,25.0,585.0,evening,1676505600,11.67,7.2,4.47,44.31,4.93
Uber,134,95,1.47,215.0,538.0,94.0,632.0,evening,1676505600,10.94,6.95,3.99,39.59,4.73
Uber,48,263,3.88,104.0,1173.0,63.0,1236.0,morning,1676592000,31.11,15.72,15.39,45.79,4.05
Uber,17,225,1.75,57.0,534.0,7.0,541.0,afternoon,1676592000,16.54,9.63,6.91,64.08,5.5
Uber,79,114,1.41,146.0,779.0,121.0,900.0,night,1676592000,15.29,9.0,6.29,36.0,6.38
Uber,122,121,3.77,219.0,751.0,14.0,765.0,morning,1676592000,12.3,11.96,0.34,56.28,3.17
Uber,155,55,4.3,150.0,962.0,14.0,976.0,morning,1676592000,26.23,14.81,11.42,54.63,3.44
Uber,75,244,4.4,159.0,869.0,121.0,990.0,night,1676592000,15.92,17.36,-1.44,63.13,3.95
Uber,42,4,7.85,147.0,1008.0,21.0,1029.0,night,1676505600,30.18,19.07,11.11,66.72,2.43
Uber,144,179,10.34,443.0,1481.0,40.0,1521.0,night,1676592000,48.65,28.83,19.82,68.24,2.79
Uber,49,95,8.55,314.0,2464.0,52.0,2516.0,evening,1676505600,46.66,33.52,13.14,47.96,3.92
Uber,129,7,3.11,76.0,863.0,41.0,904.0,evening,1676505600,20.37,11.95,8.42,47.59,3.84
Uber,49,206,15.99,769.0,2618.0,68.0,2686.0,morning,1676592000,56.72,44.31,12.41,59.39,2.77
Uber,79,25,4.36,182.0,1267.0,45.0,1312.0,night,1676592000,27.31,17.19,10.12,47.17,3.94
Uber,140,238,3.13,229.0,1399.0,120.0,1519.0,evening,1676592000,26.21,17.24,8.97,40.86,5.51
Uber,181,91,6.59,359.0,2726.0,50.0,2776.0,evening,1676592000,39.35,36.53,2.82,47.37,5.54
Uber,263,213,7.36,144.0,1094.0,4.0,1098.0,night,1676592000,32.16,19.57,12.59,64.16,2.66
Uber,243,241,2.65,476.0,1220.0,1.0,1221.0,afternoon,1676592000,23.35,16.14,7.21,47.59,6.09
Uber,78,20,1.13,82.0,417.0,55.0,472.0,night,1676592000,8.56,5.93,2.63,45.23,5.25
Uber,131,98,2.16,112.0,598.0,15.0,613.0,night,1676592000,12.59,8.24,4.35,48.39,3.81
Uber,7,7,0.8,86.0,498.0,38.0,536.0,afternoon,1676592000,8.71,6.38,2.33,42.85,7.98
Uber,168,75,3.88,301.0,663.0,31.0,694.0,night,1676678400,18.47,10.96,7.51,56.85,2.82
Uber,61,61,1.17,201.0,526.0,9.0,535.0,afternoon,1676592000,11.24,6.35,4.89,42.73,5.43
Uber,137,42,6.37,265.0,1612.0,70.0,1682.0,evening,1676592000,30.16,24.25,5.91,51.9,3.81
Uber,216,132,2.5,27.0,262.0,18.0,280.0,evening,1676592000,11.58,5.94,5.64,76.37,2.38
Uber,219,132,4.15,314.0,636.0,117.0,753.0,afternoon,1676592000,20.39,11.4,8.99,54.5,2.75
Uber,94,47,2.29,135.0,678.0,24.0,702.0,evening,1676592000,13.57,9.43,4.14,48.36,4.12
Uber,76,76,2.0,292.0,573.0,123.0,696.0,night,1676592000,11.75,8.07,3.68,41.74,4.04
Uber,13,143,5.73,166.0,1252.0,120.0,1372.0,night,1676678400,31.99,19.24,12.75,50.48,3.36
Uber,258,258,0.6,78.0,184.0,16.0,200.0,evening,1676592000,7.04,5.38,1.66,96.84,8.97
Uber,48,239,1.88,159.0,769.0,122.0,891.0,evening,1676678400,17.39,9.5,7.89,38.38,5.05
Uber,61,189,1.03,272.0,357.0,57.0,414.0,evening,1676678400,8.68,7.12,1.56,61.91,6.91
Uber,39,39,1.48,283.0,324.0,3.0,327.0,evening,1676678400,8.03,5.36,2.67,59.01,3.62
Uber,18,60,4.16,284.0,1084.0,71.0,1155.0,evening,1676678400,23.41,16.16,7.25,50.37,3.88
Uber,210,29,2.5,237.0,608.0,100.0,708.0,evening,1676678400,16.83,8.75,8.08,44.49,3.5
Uber,212,126,1.55,348.0,502.0,121.0,623.0,afternoon,1676678400,10.45,6.6,3.85,38.14,4.26
Uber,112,198,2.64,295.0,712.0,133.0,845.0,morning,1676678400,21.63,15.13,11.5,64.46,5.73
Uber,132,255,18.48,323.0,1822.0,73.0,1895.0,morning,1676678400,61.83,45.32,16.51,86.1,2.45
Uber,129,79,7.71,197.0,1938.0,121.0,2059.0,morning,1676678400,37.25,27.93,9.32,48.83,3.62
Uber,126,147,0.88,374.0,294.0,45.0,339.0,afternoon,1676678400,8.7,5.37,3.33,57.03,6.1
Uber,155,17,6.3,103.0,1915.0,33.0,1948.0,evening,1676678400,49.6,27.13,22.47,50.14,4.31
Uber,186,48,1.28,82.0,945.0,72.0,1017.0,afternoon,1676678400,17.52,10.39,7.13,36.78,8.12
Uber,249,232,3.41,153.0,1352.0,56.0,1408.0,afternoon,1676678400,25.28,16.81,8.47,42.98,4.93
Uber,174,94,1.61,165.0,708.0,9.0,717.0,afternoon,1676678400,11.61,8.91,2.7,44.74,5.53
Uber,129,129,1.11,189.0,746.0,75.0,821.0,morning,1676678400,9.66,8.61,1.05,37.75,7.76
Uber,65,225,2.74,328.0,976.0,32.0,1008.0,afternoon,1676678400,18.44,12.48,5.96,44.57,4.55
Uber,256,49,3.04,327.0,1333.0,8.0,1341.0,night,1676764800,17.51,19.43,-1.92,52.16,6.39
Uber,36,181,6.43,200.0,2142.0,28.0,2170.0,night,1676764800,46.93,31.74,15.19,52.66,4.94
Uber,25,256,5.57,154.0,817.0,20.0,837.0,night,1676764800,54.07,40.19,13.88,172.86,7.22
Uber,234,162,2.09,256.0,726.0,12.0,738.0,night,1676678400,19.49,9.35,10.14,45.61,4.47
Uber,102,198,0.98,313.0,372.0,120.0,492.0,morning,1676764800,7.03,5.63,1.4,41.2,5.74
Uber,168,169,3.65,227.0,561.0,9.0,570.0,night,1676764800,17.42,14.27,3.15,90.13,3.91
Uber,56,49,8.84,183.0,1503.0,120.0,1623.0,afternoon,1676764800,36.82,24.89,11.93,55.21,2.82
Uber,225,36,1.81,149.0,606.0,42.0,648.0,night,1676678400,12.56,8.77,3.79,48.72,4.85
Uber,198,148,5.2,475.0,1319.0,37.0,1356.0,morning,1676764800,29.24,19.12,10.12,50.76,3.68
Uber,102,37,2.3,131.0,619.0,115.0,734.0,night,1676764800,14.52,9.99,4.53,49.0,4.34
Uber,255,217,0.89,326.0,261.0,73.0,334.0,night,1676678400,9.41,9.54,-0.13,102.83,10.72
Uber,233,79,2.42,277.0,1176.0,9.0,1185.0,night,1676764800,24.62,18.46,6.16,56.08,7.63
Uber,80,161,6.11,200.0,1118.0,11.0,1129.0,night,1676764800,37.02,18.43,18.59,58.77,3.02
Uber,159,32,6.68,223.0,1009.0,27.0,1036.0,night,1676678400,23.58,18.08,5.5,62.83,2.71
Uber,113,138,11.51,341.0,1942.0,46.0,1988.0,afternoon,1676764800,59.33,32.29,27.04,58.47,2.81
Uber,65,17,1.87,138.0,734.0,120.0,854.0,night,1676678400,16.34,9.93,6.41,41.86,5.31
Uber,123,55,3.71,273.0,814.0,46.0,860.0,night,1676764800,20.36,12.16,8.2,50.9,3.28
Uber,226,157,2.7,166.0,569.0,7.0,576.0,night,1676764800,14.6,12.81,1.79,80.06,4.74
Uber,20,168,5.8,173.0,854.0,30.0,884.0,morning,1676851200,21.33,15.64,5.69,63.69,2.7
Uber,40,68,7.72,219.0,2809.0,38.0,2847.0,afternoon,1676851200,63.26,44.6,24.54,56.4,5.78
Uber,191,191,0.78,195.0,283.0,24.0,307.0,morning,1676851200,7.83,5.37,2.46,62.97,6.88
Uber,163,230,0.81,116.0,325.0,18.0,343.0,night,1676764800,9.36,5.93,3.43,62.24,7.32
Uber,186,265,17.91,145.0,1796.0,121.0,1917.0,night,1676764800,80.93,43.08,37.85,80.9,2.41
Uber,166,179,5.72,167.0,1266.0,22.0,1288.0,morning,1676851200,35.66,18.86,16.8,52.71,3.3
Uber,158,261,2.58,60.0,858.0,0.0,858.0,night,1676764800,40.29,26.39,20.75,110.73,10.23
Uber,48,229,1.4,201.0,652.0,0.0,652.0,afternoon,1676851200,11.89,8.81,4.08,48.64,6.29
Uber,254,185,2.51,129.0,747.0,16.0,763.0,afternoon,1676851200,14.58,10.06,4.52,47.47,4.01
Uber,256,100,5.62,441.0,2075.0,119.0,2194.0,evening,1676764800,50.42,32.97,23.29,54.1,5.87
Uber,241,265,13.0,600.0,1572.0,0.0,1572.0,morning,1676851200,36.53,34.12,2.41,78.14,2.62
Uber,243,241,3.2,632.0,962.0,121.0,1083.0,night,1676851200,19.42,13.38,6.04,44.48,4.18
Uber,40,170,6.97,159.0,1231.0,94.0,1325.0,afternoon,1676851200,37.81,26.49,17.75,71.97,3.8
Uber,138,161,9.53,683.0,1279.0,0.0,1279.0,morning,1676851200,55.35,26.14,29.21,73.58,2.74
Uber,163,244,7.13,188.0,1497.0,105.0,1602.0,evening,1676764800,40.54,24.88,15.66,55.91,3.49
Uber,170,158,3.14,97.0,1129.0,45.0,1174.0,morning,1676851200,19.35,14.4,4.95,44.16,4.59
Uber,77,225,2.98,254.0,915.0,120.0,1035.0,morning,1676937600,18.54,12.5,6.04,43.48,4.19
Uber,79,13,2.15,172.0,1043.0,33.0,1076.0,evening,1676851200,23.24,15.95,10.38,53.36,7.42
Uber,216,132,3.23,71.0,286.0,19.0,305.0,night,1676851200,10.08,7.04,3.04,83.1,2.18
Uber,239,238,1.1,142.0,236.0,59.0,295.0,morning,1676937600,11.72,5.46,6.26,66.63,4.96
Uber,147,159,1.33,338.0,565.0,51.0,616.0,morning,1676937600,12.67,9.15,3.52,53.47,6.88
Uber,68,142,1.99,103.0,417.0,0.0,417.0,night,1676851200,11.68,6.93,4.75,59.83,3.48
Uber,47,169,0.76,577.0,228.0,90.0,318.0,night,1676937600,6.75,5.37,1.38,60.79,7.07
Uber,164,226,3.77,132.0,1038.0,8.0,1046.0,night,1676851200,25.35,14.47,10.88,49.8,3.84
Uber,246,100,1.12,214.0,979.0,121.0,1100.0,afternoon,1676937600,15.04,11.02,4.02,36.07,9.84
Uber,170,144,2.65,280.0,1199.0,117.0,1316.0,afternoon,1676937600,25.39,14.96,10.43,40.92,5.65
Uber,89,62,1.56,123.0,439.0,34.0,473.0,evening,1676851200,9.65,6.21,3.44,47.26,3.98
Uber,219,218,1.42,203.0,410.0,10.0,420.0,evening,1676851200,9.69,5.57,4.12,47.74,3.92
Uber,14,262,14.7,213.0,2206.0,105.0,2311.0,afternoon,1676851200,58.77,38.75,20.02,60.36,2.64
Uber,233,246,2.54,115.0,736.0,25.0,761.0,night,1676937600,18.63,12.99,8.64,61.45,5.11
Uber,132,265,32.02,375.0,2460.0,44.0,2504.0,morning,1676937600,132.99,82.43,50.56,118.51,2.57
Uber,202,197,13.57,134.0,2393.0,18.0,2411.0,night,1676851200,44.76,39.02,5.74,58.26,2.88
Uber,161,138,11.38,50.0,1697.0,37.0,1734.0,morning,1677024000,66.15,30.11,36.04,62.51,2.65
Uber,229,68,1.65,128.0,782.0,44.0,826.0,night,1676937600,16.05,10.58,5.47,46.11,6.41
Uber,225,61,0.73,253.0,333.0,27.0,360.0,afternoon,1677024000,8.73,5.38,3.35,53.8,7.37
Uber,112,132,14.83,230.0,1764.0,68.0,1832.0,morning,1677024000,64.14,35.09,29.05,68.95,2.37
Uber,17,177,1.62,306.0,539.0,122.0,661.0,morning,1677024000,13.75,7.02,6.73,38.23,4.33
Uber,3,81,0.47,74.0,220.0,13.0,233.0,evening,1676937600,8.74,5.39,3.35,83.28,11.47
Uber,246,68,0.97,249.0,482.0,0.0,482.0,afternoon,1677024000,23.8,17.4,11.4,129.96,17.94
Uber,161,164,1.4,280.0,861.0,29.0,890.0,afternoon,1677024000,17.62,11.43,6.19,46.23,8.16
Uber,18,254,4.99,274.0,711.0,31.0,742.0,night,1676937600,19.43,13.09,6.34,63.51,2.62
Uber,65,138,10.08,458.0,2627.0,34.0,2661.0,afternoon,1677024000,75.15,47.11,38.07,63.73,4.67
Uber,40,36,6.53,241.0,1518.0,37.0,1555.0,night,1676937600,26.2,22.2,4.0,51.4,3.4
Uber,13,143,7.26,255.0,1393.0,219.0,1612.0,night,1676937600,47.8,34.81,12.99,77.74,4.79
Uber,186,132,17.13,163.0,2828.0,120.0,2948.0,evening,1676937600,79.87,47.46,32.41,57.96,2.77
Uber,188,61,1.6,175.0,596.0,98.0,694.0,afternoon,1677024000,10.68,7.53,3.15,39.06,4.71
Uber,130,63,4.67,221.0,1532.0,63.0,1595.0,evening,1676937600,23.31,21.79,1.52,49.18,4.67
Uber,170,1,17.24,177.0,3323.0,121.0,3444.0,afternoon,1677024000,99.69,56.56,43.13,59.12,3.28
Uber,68,68,0.62,687.0,189.0,25.0,214.0,evening,1677024000,13.03,6.78,6.25,114.06,10.94
Uber,25,97,0.68,104.0,350.0,97.0,447.0,evening,1677024000,13.68,10.59,8.09,85.29,15.57
Uber,148,230,3.03,323.0,841.0,19.0,860.0,night,1677024000,24.72,15.28,12.73,63.96,5.04
Uber,21,123,2.08,158.0,886.0,57.0,943.0,morning,1677110400,15.81,10.83,4.98,41.34,5.21
Uber,151,142,2.32,158.0,444.0,120.0,564.0,night,1677110400,14.8,7.0,7.8,44.68,3.02
Uber,121,130,1.92,343.0,575.0,25.0,600.0,night,1677110400,11.29,7.72,3.57,46.32,4.02
Uber,215,10,2.2,142.0,731.0,38.0,769.0,morning,1677110400,12.58,9.92,2.66,46.44,4.51
Uber,262,162,2.06,192.0,962.0,14.0,976.0,morning,1677110400,18.36,11.51,6.85,42.45,5.59
Uber,72,71,2.65,529.0,794.0,122.0,916.0,night,1677024000,14.87,11.1,3.77,43.62,4.19
Uber,26,89,0.85,211.0,282.0,8.0,290.0,night,1677024000,7.44,5.38,2.06,66.79,6.33
Uber,164,100,0.48,222.0,634.0,34.0,668.0,afternoon,1677110400,11.67,6.51,5.16,35.08,13.56
Uber,236,141,1.55,218.0,519.0,31.0,550.0,evening,1677024000,17.5,7.3,10.2,47.78,4.71
Uber,160,262,7.85,156.0,2109.0,22.0,2131.0,morning,1677110400,38.3,30.36,7.94,51.29,3.87
Uber,138,229,9.89,239.0,1082.0,0.0,1082.0,evening,1677024000,48.63,22.26,26.37,74.06,2.25
Uber,9,122,5.08,227.0,1079.0,85.0,1164.0,evening,1677024000,22.34,16.32,6.02,50.47,3.21
Uber,28,132,6.01,81.0,1274.0,4.0,1278.0,evening,1677024000,24.37,19.28,5.09,54.31,3.21
Uber,141,162,2.01,416.0,561.0,120.0,681.0,evening,1677024000,19.17,7.71,11.46,40.76,3.84
Uber,137,158,4.05,268.0,1518.0,22.0,1540.0,afternoon,1677110400,50.43,29.5,20.93,68.96,7.28
Uber,158,68,1.9,172.0,941.0,120.0,1061.0,afternoon,1677110400,22.16,11.6,10.56,39.36,6.11
Uber,68,68,0.83,248.0,220.0,38.0,258.0,evening,1677110400,11.73,7.13,4.6,99.49,8.59
Uber,42,75,3.08,135.0,783.0,17.0,800.0,evening,1677110400,18.47,11.47,7.0,51.62,3.72
Uber,70,252,5.68,151.0,845.0,5.0,850.0,morning,1677196800,22.32,14.87,7.45,62.98,2.62
Uber,79,162,1.84,191.0,489.0,113.0,602.0,evening,1677110400,17.99,10.01,10.98,59.86,5.44
Uber,224,48,3.02,185.0,1150.0,28.0,1178.0,night,1677110400,14.97,16.85,-1.88,51.49,5.58
Uber,205,191,1.89,236.0,531.0,120.0,651.0,night,1677196800,10.92,7.93,2.99,43.85,4.2
Uber,207,82,1.72,244.0,575.0,34.0,609.0,afternoon,1677110400,11.75,7.48,4.27,44.22,4.35
Uber,33,161,8.3,184.0,2671.0,0.0,2671.0,morning,1677196800,36.96,27.35,9.61,36.86,3.3
Uber,37,112,3.93,376.0,1452.0,120.0,1572.0,morning,1677196800,29.18,18.7,10.48,42.82,4.76
Uber,18,241,1.81,339.0,745.0,120.0,865.0,morning,1677196800,12.92,10.96,1.96,45.61,6.06
Uber,261,234,2.81,496.0,1015.0,8.0,1023.0,evening,1677110400,25.25,13.49,11.76,47.47,4.8
Uber,230,265,4.75,551.0,1010.0,87.0,1097.0,night,1677110400,47.48,17.7,29.78,58.09,3.73
Uber,39,155,1.84,-401.0,1739.0,121.0,1860.0,afternoon,1677110400,25.63,21.02,4.61,40.68,11.42
Uber,258,36,4.72,222.0,1290.0,121.0,1411.0,night,1677110400,22.29,18.23,4.06,46.51,3.86
Uber,164,129,6.43,556.0,1117.0,7.0,1124.0,night,1677110400,51.65,27.13,33.31,86.89,4.22
Uber,85,40,4.67,-379.0,1605.0,120.0,1725.0,evening,1677196800,22.3,21.13,1.17,44.1,4.52
Uber,237,79,5.01,548.0,1278.0,43.0,1321.0,evening,1677196800,28.78,18.71,10.07,50.99,3.73
Uber,91,91,2.01,237.0,626.0,120.0,746.0,morning,1677196800,10.42,11.18,-0.76,53.95,5.56
Uber,166,41,0.74,236.0,300.0,6.0,306.0,evening,1677196800,12.67,11.67,4.0,137.29,15.77
Uber,132,141,20.45,126.0,3600.0,118.0,3718.0,afternoon,1677196800,111.07,85.28,25.79,82.57,4.17
Uber,185,185,0.99,234.0,325.0,132.0,457.0,afternoon,1677196800,8.93,5.8,3.13,45.69,5.86
Uber,130,139,4.46,326.0,1367.0,0.0,1367.0,afternoon,1677196800,21.32,18.25,3.07,48.06,4.09
Uber,68,224,2.89,342.0,1692.0,120.0,1812.0,evening,1677196800,22.18,19.34,2.84,38.42,6.69
Uber,112,256,1.28,166.0,492.0,11.0,503.0,evening,1677196800,11.62,6.61,5.01,47.31,5.16
Uber,197,197,1.02,167.0,466.0,41.0,507.0,night,1677196800,8.67,5.88,2.79,41.75,5.76
Uber,82,37,10.92,223.0,1864.0,70.0,1934.0,night,1677196800,31.07,31.0,0.07,57.7,2.84
Uber,244,50,6.91,264.0,1476.0,78.0,1554.0,afternoon,1677196800,29.18,22.91,6.27,53.07,3.32
Uber,254,75,9.56,313.0,2549.0,34.0,2583.0,morning,1677196800,44.92,36.44,8.48,50.79,3.81
Uber,79,234,1.67,57.0,580.0,49.0,629.0,afternoon,1677196800,16.82,8.5,8.32,48.65,5.09
Uber,14,227,2.0,377.0,403.0,3.0,406.0,afternoon,1677196800,12.59,6.7,5.89,59.41,3.35
Uber,132,71,12.58,169.0,2952.0,121.0,3073.0,afternoon,1677196800,55.42,50.66,4.76,59.35,4.03
Uber,25,129,10.87,205.0,2204.0,62.0,2266.0,morning,1677283200,32.78,34.15,-1.37,54.25,3.14
Uber,7,17,6.97,233.0,1371.0,120.0,1491.0,night,1677283200,29.75,27.64,7.56,66.74,3.97
Uber,36,76,3.71,517.0,1263.0,121.0,1384.0,afternoon,1677283200,29.11,17.67,11.44,45.96,4.76
Uber,122,205,1.45,137.0,649.0,121.0,770.0,afternoon,1677283200,14.7,12.84,6.86,60.03,8.86
Uber,236,236,0.57,157.0,289.0,133.0,422.0,afternoon,1677283200,11.98,6.2,5.78,52.89,10.88
Uber,100,145,3.3,59.0,993.0,10.0,1003.0,morning,1677283200,31.21,13.41,17.8,48.13,4.06
Uber,100,157,5.94,201.0,1067.0,86.0,1153.0,night,1677283200,41.61,22.81,24.34,71.22,3.84
Uber,72,72,0.8,319.0,349.0,15.0,364.0,afternoon,1677283200,8.74,5.75,2.99,56.87,7.19
Uber,107,255,3.62,390.0,1151.0,73.0,1224.0,night,1677283200,43.42,25.03,25.78,73.62,6.91
Uber,232,226,6.27,336.0,920.0,37.0,957.0,night,1677283200,25.91,18.9,9.41,71.1,3.01
Uber,80,35,4.6,803.0,1107.0,120.0,1227.0,night,1677283200,30.25,16.39,13.86,48.09,3.56
Uber,161,237,0.93,87.0,161.0,54.0,215.0,morning,1677283200,11.16,5.79,5.37,96.95,6.23
Uber,190,61,0.81,392.0,290.0,14.0,304.0,evening,1677283200,8.72,7.42,1.3,87.87,9.16
Uber,168,48,7.17,171.0,1628.0,40.0,1668.0,afternoon,1677283200,35.05,24.01,11.04,51.82,3.35
